C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_14_996.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_14_996.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_14_996.jpg,0,0,0,1.740296E-05
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_15_128.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_15_128.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_15_128.jpg,0,0,0,1.247673E-05
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_15_269.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_15_269.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_15_269.jpg,0,0,0,1.177385E-05
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_15_418.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_15_418.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_15_418.jpg,0,0,0,2.853903E-05
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_15_578.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_15_578.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_15_578.jpg,0,0,0,1.124395E-05
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_15_727.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_15_727.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_15_727.jpg,0,0,0,1.377165E-05
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_15_878.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_15_878.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_15_878.jpg,0,0,0,2.431984E-06
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_16_013.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_16_013.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_16_013.jpg,0,0,0,2.838702E-06
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_16_164.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_16_164.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_16_164.jpg,0,0.4464737,0,0.8005351
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_16_325.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_16_325.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_16_325.jpg,0,0.005455315,0,0.8427516
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_16_490.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_16_490.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_16_490.jpg,0,0,0,0.8219417
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_16_628.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_16_628.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_16_628.jpg,-0.4,0,0,0.8046845
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_16_802.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_16_802.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_16_802.jpg,-0.8500001,0,0,0.7759919
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_16_972.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_16_972.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_16_972.jpg,0,0,0,0.7485111
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_17_116.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_17_116.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_17_116.jpg,-0.35,0,0,0.7350847
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_17_282.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_17_282.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_17_282.jpg,0,0,0,0.7197819
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_17_434.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_17_434.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_17_434.jpg,-0.35,0,0,0.7068736
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_17_586.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_17_586.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_17_586.jpg,0,0,0,0.6935474
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_17_748.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_17_748.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_17_748.jpg,-0.4,0,0,0.679001
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_17_918.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_17_918.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_17_918.jpg,0,0.4790548,0,1.57094
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_18_088.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_18_088.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_18_088.jpg,0,0.9646422,0,3.405155
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_18_240.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_18_240.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_18_240.jpg,0,1,0,5.274133
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_18_380.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_18_380.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_18_380.jpg,0,1,0,7.114209
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_18_546.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_18_546.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_18_546.jpg,0,0.5007735,0,7.999131
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_18_691.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_18_691.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_18_691.jpg,0,0.06672788,0,8.028767
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_18_841.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_18_841.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_18_841.jpg,-0.4,0,0,7.863116
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_19_000.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_19_000.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_19_000.jpg,-0.7500002,0,0,7.65197
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_19_208.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_19_208.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_19_208.jpg,0,0,0,7.421768
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_19_310.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_19_310.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_19_310.jpg,-0.3,0,0,7.312626
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_19_448.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_19_448.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_19_448.jpg,0,0,0,7.20273
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_19_616.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_19_616.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_19_616.jpg,0,0,0,7.08736
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_19_766.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_19_766.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_19_766.jpg,0,0,0,6.973903
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_19_933.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_19_933.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_19_933.jpg,-0.4,0,0,6.825509
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_20_188.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_20_188.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_20_188.jpg,-1,0,0,6.452473
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_20_398.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_20_398.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_20_398.jpg,0,0,0,6.129982
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_20_515.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_20_515.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_20_515.jpg,-0.3,0,0,6.042516
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_20_654.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_20_654.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_20_654.jpg,-0.6500001,0,0,5.895578
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_20_811.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_20_811.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_20_811.jpg,0,0,0,5.753796
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_20_977.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_20_977.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_20_977.jpg,0,0,0,5.661638
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_21_112.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_21_112.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_21_112.jpg,0,0,0,5.582273
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_21_280.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_21_280.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_21_280.jpg,0,0,0,5.492935
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_21_438.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_21_438.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_21_438.jpg,-0.4,0,0,5.376091
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_21_576.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_21_576.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_21_576.jpg,0,0,0,5.287035
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_21_746.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_21_746.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_21_746.jpg,-0.45,0,0,5.158138
C:\Users\ANU\PycharmProjects\carself\IMG\center_2022_02_28_10_49_21_885.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\left_2022_02_28_10_49_21_885.jpg,C:\Users\ANU\PycharmProjects\carself\IMG\right_2022_02_28_10_49_21_885.jpg,0,0,0,5.067856
